pomt-06491	"""Current projections indicate that Medicare will go bankrupt by 2017, while Social Security will bottom out by 2037."" half-true."	Social Security and Medicare both face long-term financing shortfalls under currently scheduled benefits and financing. Both programs will experience cost ...	Apr 22, 2020 ... F. Medicare and Social Security Trust Funds and the Federal. Budget . ... projections demonstrate, Medicare's actual future costs are highly.	Under current projections, the annual cost of Social Security benefits ... HI Trust Fund will pay out more in hospital benefits and other expendi-.	I encourage readers to review the complete set of Global Trends 2030 documents, which can be found on the National Intelligence Council's website, www.dni.gov/ ...	May 31, 2013 ... assets of the Medicare HI trust fund to become depleted. Projections of Medicare costs are highly uncertain, especially when looking out ...	Feb 23, 2018 ... When we do these things well, we make a positive financial and social impact in the communities we serve and show what a global bank can do.	Jan 1, 2017 ... Although CBO projects that interest rates will rise above those currently in effect, they are projected to remain low by historical ...	Apr 5, 2018 ... When. JPMorgan Chase comes to town, we come ... losing money on its way to bankruptcy or ... for better products and services so you can.	Feb 11, 2021 ... Prior to joining Whirlpool in February 2017, Mr. Wu for ... liability insurance could become more expensive and difficult to maintain and ...
pomt-00986	Jan 12, 2015 ... The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted — an estimated 2.7 million ...	"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the ..."	Aug 4, 2019 ... Results from the 2018 National Survey on Drug Use and Health. Acknowledgments ... people who were daily cigarette smokers and 10.8 million.	"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the ..."	Substance Abuse and Mental Health Services Administration (SAMHSA), U.S. Department ... In 2013, an estimated 24.6 million Americans aged 12 or older were ...	Jan 3, 2015 ... The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted — an estimated 2.7 million ...	Sep 20, 2019 ... Findings This survey study using data from 169 036 participants in the 2016 and 2017 Behavioral Risk Factor Surveillance System surveys found ...	Jul 3, 2014 ... those who smoke marijuana daily.4 According to the 2012 National Survey on Drug. Use and Health, an estimated 2.7 million people 12 years of ...	Jul 8, 2016 ... Notes: The National Survey on Drug Use and Health (NSDUH) obtains information on nine categories of illicit drugs: marijuana.	Jun 20, 2014 ... Thank you for inviting the National Institute on Drug Abuse (NIDA), ... what research tells us about the health effects of marijuana use.
pomt-14885	"Says the United States is in ""the worst recovery from an economic recession since World War II."" half-true. By Jon Greenberg • November 10, 2015."	Nov 10, 2015 ... As President, what concrete steps will you take to get America back to ... the worst recovery from an economic recession since World War II.	"Says the United States is in ""the worst recovery from an economic recession since World War II."" half-true. By Jon Greenberg • November 10, 2015."	"Says the United States is in ""the worst recovery from an economic recession since World War II."" 2016-07-15. https://www.politifact.com/truth-o-meter/statements ..."
snes-03162	"May 16, 2017 ... Murphy is correct that Morgan Lewis was once named the ""Russia Law Firm of the Year."" This award was bestowed in 2016 by Chambers & Partners, a ..."	"May 12, 2017 ... Trump's tax law firm was named ""Russia Law Firm of the Year"" in 2016. ... work performed by the lawyers in Morgan Lewis' Moscow office.”."	May 12, 2017 ... ... said in a letter that Trump had no financial ties with Russia 'with a few exceptions', honored as the 2016 Russia law firm of the year.	Jan 12, 2017 ... Sheri Dillon has advised Trump on tax matters since 2005, according to ... Last May, Morgan Lewis was named “Russia Law Firm of the Year” by ...	May 12, 2017 ... The lawyers who drafted a letter for President Trump declaring ... he has no ties to Russia was named Russia Law Firm of the Year for their ...	"Jan 11, 2017 ... While a law firm working with Donald Trump was named ""Russia Law Firm of the Year,"" this is not as unusual or alarming as some have made it ..."	"May 12, 2017 ... The law firm that Trump used was named ""Russia Law Firm of the Year"" last year."	Jan 13, 2017 ... When tax lawyer Sheri Dillon took the stage during President-elect Donald Trump's press conference on Wednesday, she quickly began a defense ...	May 12, 2017 ... As it happens, Morgan Lewis itself is not only the longtime tax counsels to the Trump Organization but were named Russia Law Firm of the Year in ...	"May 13, 2017 ... ... Trump has no business interests in Russia (with some exceptions) and who works for the law firm named ""Russia Law Firm of the Year"" — is ..."
tron-00133	Dec 8, 2015 ... ISLAM WAS BANNED FROM THE USA IN 1952, but Obama & the media don't want you to know that. The Immigration and Nationality Act that passed June ...	"Jan 14, 2019 ... ""The McCarran-Walter Act of 1952 bans Muslims from holding public office in the United States."" true pants-fire. Fake news · Facebook Fact- ..."	Aug 21, 2020 ... Claim: A U.S. law in effect since 1952 bans Sharia law on U.S. soil. Sharia, the Arabic term for Islamic law, is foundational to the legal ...	Nov 27, 2018 ... CLAIM: The McCarran-Walter Act of 1952 bans Muslims from holding office in the United States. AP'S ASSESSMENT: False.	Feb 6, 2017 ... Scott, president of the American Society for Legal History, a “fearful, phobic” place. At the time, the U.S. was embroiled in the Cold War and ...	The McCarran-Walter Act takes effect and revises U.S. immigration laws. The law was ... When the bill was passed in June 1952, Truman vetoed the bill.	“Milestones in the History of U.S. Foreign Relations” has been retired and is no ... The Immigration and Nationality Act of 1952 (The McCarran-Walter Act).	"Nov 29, 2018 ... ""The McCarran-Walter Act of 1952 bans Muslims from holding public office in the United States."" Saturday, November 24, 2018. Share; Read More."	Aug 18, 2016 ... Beydoun is an associate professor at the University of Detroit Mercy School of Law and an affiliate faculty member at University of California ...	"Feb 10, 2017 ... US President Trump suspends refugee admissions and temporarily bars ... But what is the order, dubbed the ""Muslim ban"" by those rallying ..."
pomt-09814	"Sep 8, 2009 ... stated on September 1, 2009 in his radio program: Van Jones ""is an avowed, self-avowed radical revolutionary communist."" true barely-true."	"Jul 12, 2010 ... 9/1/2009 ""Van Jones is an avowed, self avowed radical revolutionary communist"". Lie. Van Jones was a communist at one time, and he changed ..."	"Van Jones ""is an avowed, self-avowed radical revolutionary communist."" barely-true. By Robert Farley • September 8, 2009 ..."	"Van Jones ""is an avowed, self-avowed radical revolutionary communist."" barely-true. By Robert Farley • September 8, 2009. Glenn Beck. stated on September 3, ..."
snes-05436	"Nov 18, 2015 ... Come January, the fast food behemoth will replace it with a new ""McPick 2"" menu, reports the Associated Press. Customers will be able to get two ..."	Dec 29, 2015 ... The sad news that McDonald's is ending its Dollar Menu after eleven years reflects a simple truth: You can't make any money selling burgers for ...	Dec 3, 2020 ... McDonald's Is Eliminating Their Dollar Menu in 2016 ... All good things must come to an end — even $1 ice cream cones. McDonald's reps have ...	Jul 27, 2017 ... Food, Hamburger, Junk food, Fast food, Dish, Veggie burger, Cheeseburger. When Mickey D's got rid of its value menu in 2016, people were ...	Apr 22, 2016 ... McDonald's started the battle when it replaced its Dollar Menu with a limited time McPick 2 for $2 menu in January.	Nov 17, 2015 ... McDonald's will still offer its Dollar Menu & More value menu, ... has been taking steps to bolster the taste and quality of McDonald's food ...	Feb 22, 2017 ... The deals, earlier reported by Bloomberg, come after McDonald's sales ... It's an area it's struggled with since getting rid of its popular ...	Aug 19, 2021 ... But, like so many other fast food meals, it rose again and had another run in 2013 and again in Atlanta, Georgia in 2016. However, though they ...	Feb 23, 2016 ... The fast food chain's “McPick 2 for $2” deal, a replacement for the Dollar Menu, appears to be getting replaced with a pricier deal, ...	Aug 20, 2016 ... Discover the most recent and up-to-date dollar menu & more prices for McDonalds from the comfort of your own home.
pomt-09496	Nov 12, 1994 ... Republicans who will take control of Congress in January said Friday ... for a balanced budget, tax cuts and strict time limits for welfare, ...	Apr 1, 2012 ... Scott would phase out the corporate tax entirely and order a 19 percent cut in property taxes. Scott said his business background makes his plan ...	Apr 14, 2021 ... “I don't want $1 of U.S. aid to Israel paying for the military detention ... McCollum's bill is the result of years of work by Palestinian ...	Feb 10, 2021 ... The American Federation of Government Employees said in a February 2019 letter opposing an earlier version of the bill that the civilian job ...	The 15-member Council, chaired by Attorney General Moody, builds on existing state and local partnerships working to combat human trafficking ...	Feb 18, 2011 ... McCollum said that she saw fat in the military's support of motor ... track owners included in the 2010 law that extended the Bush tax cuts.	"Oct 13, 2014 ... McCollum, however, said the measure would fund needs that cannot wait ... ""(Lawmakers) don't tend to cut tax cuts and sports subsidies,"" she ..."	Jul 26, 2010 ... Scott's primary opponent, Bill McCollum, does have an economic plan, ... new jobs + 365,000 tax and budget cut new jobs + 60,000 new jobs ...	"Jun 30, 2021 ... Betty McCollum, D-Minn., said the bill passed was ""essentially equal"" to President Joe Biden's request, and generally consistent with his ..."	Nov 6, 2006 ... And Bill McCollum to be the attorney general -- Tom Lee to be the chief ... They said the tax cuts -- the Democrats said the tax cuts ...
tron-00176	Oct 18, 2003 ... The account reproduced above hit the Internet around the second anniversary of the 9/11 attacks in 2003, related as first-person tale told by ...	Jun 22, 2021 ... The pregnant wife of a man named Robert Matthews narrowly missed getting on one of the hijacked flights on 9/11 due to a flat tire. But Matthews ...	Mar 17, 2015 ... The Man Whose Wife Missed One of the Doomed 9/11 Planes and Whose Father Was Killed Rescuing People in the Twin Towers-Fiction!	Apr 9, 2014 ... snopes.com: Child Named After Robert Matthews, 9/11 Rescuer. Account of a pregnant woman who named her child after the volunteer rescuer who ...	Sep 7, 2011 ... Daniel Matthews, rector of the parish of Trinity Church, ... Since 9/11 Robert has taught his children to treat every moment like an ...	Apr 27, 2009 ... ... THE TRAGEDIES OF 9/11/2001, he called a local radio station. His name was Robert Matthews. Robert reported that a few weeks before Sept.	"Jul 22, 2019 ... Is a story from someone named ""Robert Matthews"" about the events on September 11, 2001 real? No, that's not true:..."	Robert Matthews (Courtesy L. Tom Perry Special Collections, Harold B. Lee Library, Brigham Young University, Provo, UT. Photograph by Alex D. Smith.).	Details: Nineteen-year-old First Class Airman Robert Matthews was preparing for his first tour of duty at a nearby outpost. He arrived by bus in front of ...	while setting in my house between the hours of ten & 11 this morning1Monday, 9 November 1835. a man...
snes-02597	Nov 29, 2006 ... Rumor: Teacher's letter home upbraids a student for correcting him in class.	"The most likely scenario is that students did the work in the Google Doc but did not click ""turn in"" from Classroom. That's why you don't see a submission ..."	The meaning of UPBRAID is to criticize severely : find fault with. How to use upbraid in a sentence. Did you know? Synonym Discussion of Upbraid.	Feb 15, 2022 ... Ron DeSantis endorsed a plan to cut $200 million in education money from a dozen Florida counties that defied him by issuing mask ...	While the synonyms upbraid and scold are close in meaning, upbraid implies censuring on definite and usually justifiable grounds. upbraided her assistants ...	We want you to feel at home and part of our family. ... Students must be enrolled in the correct band class for ... letters home to an entire class.	Marianne Merrill is a fourth grade teacher at Silver Creek Elementary School. When her students do well on a gest she distributes marbles which they place ...	the principal for his/her school or the appropriate coordinator ... the teacher and/or attendance clerk within three days of the student's return to school ...	May 4, 2020 ... A little Boy, who went to school, stole one of his schoolfellow's books and took it home. His Mother, so far from correcting him, took the book ...	Mar 21, 2018 ... In January Salcido upbraided a 17-year-old student for wearing a Marines sweatshirt to his class at El Rancho High School, telling him members ...
abbc-00400	Nov 11, 2021 ... Other types of investments and other types of college savings vehicles may be more appropriate depending on your and the Beneficiary's ...	May 19, 2017 ... This can occur if you convert part (like a room or basement) or all of your principal residence to a rental property.	Agencia de Servicios Fronterizos de Canadá · agencias estatales de licencias de conducir · agent-based brokerage · agents · Agero · aggressive ...	Thanks also to Chaowei Fan for providing input and valuable translation skills into the part on China's work on a central bank-issued cryptocurrency. Alex1 and ...	Oct 25, 2012 ... Ownership limits: These could also come into play for companies in strategic sectors such as uranium, potash and oil, industry sources say. Doug ...	Alerts, articles, and other publications by attorneys at K&L Gates LLP on JD Supra. Includes attorney bio and contact information.	Goods and Services Tax (GST) in Australia is a value added tax of 10% on most goods and services sales, with some exemptions and concessions (including ...	Another year has passed and virtual currency and other blockchain-based digital ... the following virtual currencies (and others similar to these):.	In addition, all shares of Class B common stock will automatically convert ... Over time, more and more households have met this income threshold in the ...	Jan 25, 2021 ... The selling shareholders named in this offering include affiliates of The Carlyle Group Inc. Neither the Securities and Exchange Commission nor ...
pose-00727	Aug 16, 2004 ... PORTSMOUTH — All four men running for governor of New Hampshire have committed to participating in the Forum on Education Funding hosted by ...	The United States Census Bureau projects that the percentage of people over 85 years old will triple in the next fifty years. What federal government action ...	Aug 15, 2007 ... Items in the $59 billion budget that are not vetoed by the governor will go into effect, allowing Comptroller Dan Hynes to begin paying ...	Congress and the courts have some authority over foreign policy, but the ... at the White House and urged them to support an increase in the cigarette tax, ...	the Legislative Subcommittee proposed forty-seven issues for Council's consideration ... budget and legislative initiatives for the City that would greatly ...	After all, advocacy through ... propose guidelines for and concrete samples of research that ... laws—and thus increase the chance that they are passed and.	Jul 10, 2018 ... They are still pending autopsies but the department believes they are ... legislative session, they were able to pass 329 bills that will go ...	Jan 10, 2005 ... Everyone knew last April that the budget we passed was going to come up short. ... hard in a new Iowa Senate, a less partisan Iowa Senate, ...	Tobacco use by women results in $750.6 Million in direct health care costs ... your legislator and ask him/her to support an increase in the cigarette tax ...	Oct 27, 2010 ... WHENY TALK ABOUT HEALTH CARE WE HAVE TO UNDERSTAND THAT IN OUR HEALTH CARE ... THIS LEGISLATURE PASSED AN AMAZING IMMIGRATION REFORM BILL.
pomt-05681	Says Gov. Scott Walker cut aid to local schools despite campaigning on trying to restore two-thirds state funding for education. mostly-true.	"Jul 19, 2019 ... Gov. John Bel Edwards reprised a message about political unity and putting ""Louisiana first"" shortly after being sworn in as Louisiana's ..."	May 11, 2015 ... When new tax revenue failed to materialize during budget deliberations, Democrats in the state Legislature reminded vote.	Jun 25, 2013 ... Louisiana State Capitol. ... J.P. Morrell, D-New Orleans, said cuts the governor made to care for special-needs residents have been ...	why would lobbyists and lawmakers choose to lock in cuts to school, transporta- ... on the eve of Governor Walker's inauguration, the state's nonpartisan ...	Aug 11, 2011 ... SCHULTZ (voice-over): Last night, two of Scott Walker`s cronies were sent packing. And Republicans are scared the governor is next. Today,	Jan 6, 2014 ... In 23 states, Republicans hold both the governor's office and both chambers of ... They highlight cuts the governor made to school funding.	Sep 5, 2019 ... While Republican lawmakers and Democratic Gov. Tony Evers exceeded expectations by finalizing the state budget on time in early July, ...	Nov 9, 2016 ... two flawed candidates, Trump represented the most obvious vote of no confidence in ... funds the allow states to broaden school choice and.	"May 24, 2012 ... ""Now he was walking around the all-boys school with ... Governor Romney says that his 25 years in the private sector gives him a special ..."
pomt-04246	Nov 16, 2012 ... Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassan's time in the state Senate. true half-true.	I have always been a strong champion for New Hampshire's environment. ... During that time, we had the fourth-lowest unemployment rate in the country.	Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassan's time in the state Senate. half-true.	Under Governor Maggie Hassan's leadership, New Hampshire's economy continues to strengthen. The state's unemployment rate is among the lowest in the country and ...	Mar 24, 2021 ... Biden says latest jobs report shows need for stimulus plan as the ... Jeanne Shaheen and Maggie Hassan of New Hampshire, Tom Carper and ...	Jan 3, 2017 ... Hassan leaves a legacy, her fellow Democrats say, ... Hassan was dinged during the U.S. Senate campaign for repeating talking points and ...	Aug 22, 2016 ... It was the perfect set piece for Ayotte — the first-term senator from New Hampshire who is fighting a tough race against Hassan (D) for ...	Jun 11, 2016 ... Our unemployment rate is now 2.6 percent, among the lowest in the ... Innovate NH 2.0 builds on the innovation plan I laid out during my ...	Mar 26, 2020 ... Sens. Jeanne Shaheen and Maggie Hassan expressed support Wednesday for the $2 trillion coronavirus stimulus package agreed to by Senate ...	Oct 3, 2013 ... Take the state Senate. It, paradoxically, is the fourth-smallest in the nation, with just 24 seats, meaning that it takes just 13 lawmakers to ...
pomt-14686	"Jan 14, 2016 ... stated on January 12, 2016 in a campaign event for Hillary Clinton: Says Bernie Sanders' health care plan would ""empower Republican governors to ..."	Jul 28, 2016 ... In January, when Clinton and Bernie Sanders were still holding to their pledge not ... Chelsea went after Sanders on his health care plan.	"stated on January 12, 2016 in a campaign event for Hillary Clinton: Says Bernie Sanders' health care plan would ""empower Republican governors to take away ..."	Jul 28, 2016 ... “Oh, gosh, thank you,” she said with a girlish smile as... ... as claiming in January that Bernie Sanders' health care plan would “empower ...	"stated on January 12, 2016 in a campaign event for Hillary Clinton: Says Bernie Sanders' health care plan would ""empower Republican governors to take away ..."	Chapter 3 FEELING THE BERN I n April 2014, Bernie Sanders called liberal radio ... insurance,” Chelsea said of Sanders's Medicare-for-all health care plan.
pomt-07590	"""Withheld union dues fund half of Dem (Democratic) campaigns in Florida."" pants-fire. By Aaron Sharockman • March 25, 2011 ..."	Apr 27, 2017 ... However, more and more workers are realizing that they might not have to pay all or part of these dues depending on the laws that apply to them.	The President and the Democratic party have ... election of 1980, and we ask them to join us now ... is going on in their union trust funds and in their.	Apr 2, 2021 ... The New York Democrat sent the contributions to her colleagues to help ... than half of Ocasio-Cortez's entire dues goal for the 2020 cycle, ...	May 3, 2019 ... Not-for-profit organizations play a significant role in our society by undertaking and providing funding for.	Mar 1, 2022 ... Ron DeSantis' desk, Planned Parenthood Action Fund is taking to the ... Tiffany Hughes, a Democrat from Orlando, is entering the race for ...	Oct 5, 2018 ... Democrat Janet Cruz is basing her campaign to unseat Dana Young on ... They say Florida ranks 44th among the states in education funding, ...	Feb 8, 2022 ... —@JTTallman: It's so amusing how when a Democrat politician like ... including preventing workers from having union dues deducted from their ...	Strong unions built the American middle class. That's why Joe Biden has an extensive plan for strengthening organized labor and collective bargaining.	Jun 7, 2013 ... At the Democratic Party's national convention in Chicago, local police brutally assaulted protesters on national television. For many Americans, ...
