snes-04484	Dec 30, 2016 ... “Pope Francis shocks world, endorses Donald Trump for president” ... The story was originally published by a site called WTOE 5 News before being ...	Jul 10, 2016 ... Reports that His Holiness has endorsed Republican presidential candidate Donald Trump originated with a fake news web site.	Jan 14, 2018 ... In the months leading up to the presidential election, news sites and ... “Pope Francis Shocks World, Endorses Donald Trump For President” ...	Oct 24, 2016 ... Q: Did Pope Francis endorse Donald Trump? Is Tom Hanks supporting him? A: No, the pope has not endorsed him, and Tom Hanks does not support ...	Dec 16, 2016 ... ... “Pope Francis Shocks World, Endorses Donald Trump for President, ... prosecute Hillary Clinton for her emails led him to endorse Trump.	Jan 23, 2018 ... During the 2016 election, a satirical news website asserted that Francis endorsed Trump for president. The story was patently false, ...	Dec 7, 2016 ... Earlier this year, Pope Francis was reported — falsely — to have endorsed Donald Trump for U.S. president. (Vincenzo Pinto / AFP/Getty Images).	"Jul 14, 2017 ... ... we were treated to headlines such as ""Hillary Clinton sold weapons to Isis"" and ""Pope Francis endorsed Donald Trump for President""."	Feb 15, 2018 ... Finally, the third is a statement that “Pope Francis endorsed Donald Trump for president prior to the election.” About 10 percent of our ...	Dec 7, 2016 ... The Pope himself fell victim to a fake news story, which falsely reported his endorsement of Donald Trump. In a frank interview with Belgian ...
pomt-06704	Sep 3, 2011 ... Maureen Dowd says Ron Paul insisted FEMA should be shut down. Commenting on the federal response to Hurricane Irene, New York Times op-ed ...	Apr 29, 2012 ... WASHINGTON -- Rep. Ron Paul, R-Texas, dominated the Louisiana Republican caucuses held Saturday. The results guarantee he will have a strong ...	I would like to contribute ... Ron Paul, a Texas physician, served two stints in the U.S. House. ... Says Ron Paul insisted FEMA should be shut down.	Mar 21, 2012 ... Buddy Roemer and Texas Gov. Rick Perry, both of whom are no longer in the GOP race, A visit by Paul will help to raise his profile on the eve of ...	Jan 14, 2012 ... The bigger one is Ron Paul. ... But the bigger winner was Ron Paul. ... he insisted, attention had to be paid by the Democratic Party.	Jul 13, 2010 ... The Libertarian Party will hold its first-ever Louisiana primary next ... He said Hayes, who was instrumental in getting Ron Paul on the ...	Mar 24, 2020 ... Texas Lt. Governor Dan Patrick appeared on Fox News' 'Tucker Carlson Tonight' and said the U.S. should go 'back to work.'	Apr 22, 2012 ... ... the state asked FEMA for $370 million, saying it would get 3300 more ... He was told that our file has been closed and that we are not ...	The media could not be loaded, either because the server or network failed or because the format is not supported.	Feb 24, 2012 ... Ron Paul, R-Texas, a libertarian Republican representative from Texas ... and no Republican came down on the left of any Senate Democrat.
pomt-15232	"Says Hillary Clinton has ""been in office and in government longer than anybody else running here tonight."" barely-true. By Lauren Carroll • August 7, 2015."	"Aug 7, 2015 ... Carly Fiorina: ""Hillary Clinton lies about Benghazi, she lied about emails, ... Donald Trump: “I will tell you that our system is broken."	"Aug 7, 2015 ... A message against Hillary Clinton that also works against Jeb Bush ... I have never said that, and I have never advocated that,"" and started ..."	"Jan 5, 2016 ... As you probably know, the Big Dog, Bill Clinton, has hit the campaign ... Hillary had ""better be careful"" about mentioning The Donald's ..."	"Aug 7, 2015 ... Let's just say that spending three hours with Republican politicians ... ""Planned Parenthood had better hope that Hillary Clinton wins this ..."	Aug 6, 2015 ... But I will say, we have a debate here tonight, and we will have an ... Unlike Hillary Clinton, who has a radical position in terms of ...	Aug 6, 2015 ... Instead, it has devolved into the Donald Trump show. ... “If this election is a resume competition, then Hillary Clinton's going to be the ...	Feb 9, 2019 ... if this election is a resume competition, then Hillary Clinton's gonna be ... That being said, annotators will generally look to address the ...	Dec 30, 2015 ... Keeping that dream alive, Marco said, means new ideas, not old ones. As it happened, Hillary Clinton had launched her campaign the day ...
pomt-02638	"Jan 17, 2014 ... The Facebook post said that ""in 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees ..."	In 1916, the U.S. Government predicted that by the 1940s all paper would come from hemp and that no more trees need to be cut down.	"""In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.""."	* In 1916, the U.S. Government predicted that by the 1940s all paper would come from hemp and that no more trees need to be cut down. Government studies report ...	In 1916, the U.S. Government predicted that by the 1940s all paper would come from hemp and that no more trees need to be cut down.	In 1916, the U.S. Government predicted that by the 1940s, all paper would come from hemp, and that no more trees would need to be cut down to make paper ...	In 1916, the U.S. Government predicted that by the 1940's all paper would come from hemp and that no more trees need to be cut down.	In 1916, the U.S. Government predicted that by the 1940s all paper would come from hemp and that no more trees need to be cut down.	In 1916 the U.S. Government Dept. of Agriculture predicted that by the 1940s all paper would come from Hemp because Hemp plant produces up to four times ...	It's important to learn the difference and know the background of something that is not new, but very, very old. Did you know that the hemp plant which CBD is ...
vogo-00562
tron-00513	Apr 24, 2013 ... Has Vicky Field's son, Chad Snowden, been shot in the head in Iraq? ... prayers for her son Chad Snowden, a serviceman injured in Iraq.	Feb 25, 2015 ... But now we have a guilty verdict in the disturbing trial of Eddie Ray Routh, the troubled soldier who admitted to shooting Chris Kyle and ...	The Advocate is Louisiana's leading news source, providing award-winning local and regional news coverage.	Feb 17, 2018 ... The result has been an amorphous and contested war that has put Navy SEALs in Somalia and Yemen, Delta Force soldiers in Iraq, and Green Berets ...	Dec 27, 2019 ... One captive in the middle is shot dead while the other 10 are pushed to the ... including Burkina Faso, Cameroon, Chad, Niger and Mali.	May 9, 2021 ... Nearly three years after his death — and as the U.S. commits to withdrawing all troops from Afghanistan — he stands out as something altogether ...	Sep 9, 2016 ... Less than a month after U.S. troops occupied Baghdad, DynCorp won a $50 million contract from the State Department to help instruct the ...	Jan 12, 2015 ... Thousands of refugees have fled Baga to neighboring Chad or been displaced within Nigeria. “Terrible atrocities have been committed against ...	Apr 11, 2010 ... Gary Jarrell was shooting the breeze with customers at his general store when an ambulance went hurtling north down Coal River Road.	Sep 22, 2021 ... The inside story of a group of soldiers from the Minnesota National ... “On the ride over I prayed the rosary in my head, asking for help,” ...
pomt-08426	Social Security has come under increasing scrutiny because of its pending insolvency. · Privatization would replace the pay-as-you-go Social Security system with ...	Mar 26, 2018 ... Instead of providing a secure, defined benefit as Social Security now does, privatizers would encourage workers to gamble a growing percentage ...	One proposal to replace the current government-administered system is the partial privatization of Social Security, which would allow workers to manage ...	Jul 16, 2018 ... The most obvious benefit that privatization would offer is the ability to invest your retirement benefits as you see fit. Right now, Social ...	Privatizing Social Security can boost workers' rate of return by allowing retirement contributions to be invested in private assets, such as stocks, ...	Nov 21, 2018 ... Bush did not develop a specific privatization plan, but instead articulated a series of principles, and expected Congress to work out the ...	In 198 1, Chile introduced a new approach to social insurance, a system ... new privatized system was an improvement over Chile's failing pay-as-.	Jan 9, 2017 ... Bush proposed incorporating private accounts into Social Security ... Privatization appealed to the president's desire to make a major ...	Dec 19, 2002 ... We discuss the privatization schemes of Chile and Argentina following a review of three alternatives to privatization.	Sep 11, 2019 ... President George W. Bush proposed privatizing Social Security in the early 2000s, arguing the system had funding issues and needed to be changed ...
pomt-06491	"""Current projections indicate that Medicare will go bankrupt by 2017, while Social Security will bottom out by 2037."" half-true."	Social Security and Medicare both face long-term financing shortfalls under currently scheduled benefits and financing. Both programs will experience cost ...	Apr 22, 2020 ... from the projected depletion of the Medicare Hospital Insurance trust fund. Under current law, payments would be reduced to levels that.	The financial condition of the Social Security and Medicare programs remains challenging. Projected long run program costs are not sustain- able under current ...	Jun 5, 2018 ... that would result from the projected depletion of the Medicare Hospital. Insurance trust fund. Under current law, payments would be reduced.	Under current projections, the annual cost of Social Security benefits ... ees project these costs will increase to 6.2 percent of GDP for 2037, then.	I encourage readers to review the complete set of Global Trends 2030 documents, which can be found on the National Intelligence Council's website, www.dni.gov/ ...	May 31, 2013 ... reductions that would result from the projected depletion of the. Medicare Hospital Insurance trust fund. Under current law,.	For the poorest beneficiaries (roughly the bottom 15%), monthly SSDI benefits can replace over 90% of earnings. In addition to this cash benefit, after two ...	Feb 23, 2018 ... When we do these things well, we make a positive financial and social impact in the communities we serve and show what a global bank can do.
pomt-00986	"Feb 9, 2015 ... Susan Shapiro wrote ""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an ..."	Aug 4, 2019 ... Results from the 2018 National Survey on Drug Use and Health. Acknowledgments ... people who were daily cigarette smokers and 10.8 million.	"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the ..."	Substance Abuse and Mental Health Services Administration (SAMHSA), U.S. Department ... In 2013, an estimated 24.6 million Americans aged 12 or older were ...	Jan 12, 2015 ... The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted — an estimated 2.7 million ...	Jan 3, 2015 ... The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted — an estimated 2.7 million ...	Sep 20, 2019 ... Findings This survey study using data from 169 036 participants in the 2016 and 2017 Behavioral Risk Factor Surveillance System surveys found ...	Jul 8, 2016 ... Notes: The National Survey on Drug Use and Health (NSDUH) obtains information on nine categories of illicit drugs: marijuana.	Jun 20, 2014 ... Thank you for inviting the National Institute on Drug Abuse (NIDA), ... what research tells us about the health effects of marijuana use.	Not since the HIV/AIDS epidemic has the United States faced as devastating and lethal a health problem as the current crisis of opioid misuse and overdose ...
pomt-14885	Nov 10, 2015 ... As President, what concrete steps will you take to get America back to ... the worst recovery from an economic recession since World War II.	"Says the United States is in ""the worst recovery from an economic recession since World War II."" 2016-07-15. https://www.politifact.com/truth-o-meter/statements ..."
snes-03162	"May 16, 2017 ... Murphy is correct that Morgan Lewis was once named the ""Russia Law Firm of the Year."" This award was bestowed in 2016 by Chambers & Partners, a ..."	"May 12, 2017 ... Trump's tax law firm was named ""Russia Law Firm of the Year"" in 2016. ... work performed by the lawyers in Morgan Lewis' Moscow office.”."	May 12, 2017 ... The law firm that said Donald Trump has no financial ties to Russia “with a few exceptions” was recognized in 2016 as Russia law firm of the ...	Jan 12, 2017 ... Sheri Dillon has advised Trump on tax matters since 2005, according to ... Last May, Morgan Lewis was named “Russia Law Firm of the Year” by ...	May 12, 2017 ... The lawyers who drafted a letter for President Trump declaring ... he has no ties to Russia was named Russia Law Firm of the Year for their ...	"Jan 11, 2017 ... While a law firm working with Donald Trump was named ""Russia Law Firm of the Year,"" this is not as unusual or alarming as some have made it ..."	"May 12, 2017 ... So this letter from Trump's attorney RE: Russian biz interests ... in Russia was recognized as ""Russia Law Firm of the Year"" in 2016:."	Jan 13, 2017 ... When tax lawyer Sheri Dillon took the stage during President-elect Donald Trump's press conference on Wednesday, she quickly began a defense ...	"May 12, 2017 ... The law firm that Trump used was named ""Russia Law Firm of the Year"" last year."	May 12, 2017 ... As it happens, Morgan Lewis itself is not only the longtime tax counsels to the Trump Organization but were named Russia Law Firm of the Year in ...
tron-00133	Dec 8, 2015 ... ISLAM WAS BANNED FROM THE USA IN 1952, but Obama & the media don't want you to know that. The Immigration and Nationality Act that passed June ...	"Jan 14, 2019 ... ""The McCarran-Walter Act of 1952 bans Muslims from holding public office in the United States."" true pants-fire. Fake news · Facebook Fact- ..."	Aug 21, 2020 ... Claim: A U.S. law in effect since 1952 bans Sharia law on U.S. soil. Sharia, the Arabic term for Islamic law, is foundational to the legal ...	Nov 27, 2018 ... CLAIM: The McCarran-Walter Act of 1952 bans Muslims from holding office in the United States. AP'S ASSESSMENT: False.	Feb 6, 2017 ... Scott, president of the American Society for Legal History, a “fearful, phobic” place. At the time, the U.S. was embroiled in the Cold War and ...	Aug 18, 2016 ... Beydoun is an associate professor at the University of Detroit Mercy School of Law and an affiliate faculty member at University of California ...	The McCarran-Walter Act takes effect and revises U.S. immigration laws. The law was ... When the bill was passed in June 1952, Truman vetoed the bill.	“Milestones in the History of U.S. Foreign Relations” has been retired and is no ... The Immigration and Nationality Act of 1952 (The McCarran-Walter Act).	"Nov 29, 2018 ... ""The McCarran-Walter Act of 1952 bans Muslims from holding public office in the United States."" Saturday, November 24, 2018. Share; Read More."	"Feb 10, 2017 ... US President Trump suspends refugee admissions and temporarily bars ... But what is the order, dubbed the ""Muslim ban"" by those rallying ..."
pomt-09814	"Sep 8, 2009 ... stated on September 1, 2009 in his radio program: Van Jones ""is an avowed, self-avowed radical revolutionary communist."" true barely-true."	"Van Jones ""is an avowed, self-avowed radical revolutionary communist."" barely-true. By Robert Farley • September 8, 2009 ..."	"Van Jones ""is an avowed, self-avowed radical revolutionary communist."" barely-true. By Robert Farley • September 8, 2009. Glenn Beck. stated on September 3, ..."
snes-05436	"Nov 18, 2015 ... Come January, the fast food behemoth will replace it with a new ""McPick 2"" menu, reports the Associated Press. Customers will be able to get two ..."	Dec 29, 2015 ... The McDonald's Dollar Menu may be outgrowing its name — and its $1 price point. The fast-food giant, struggling to keep sales up in an ...	Dec 3, 2020 ... McDonald's Is Eliminating Their Dollar Menu in 2016 ... All good things must come to an end — even $1 ice cream cones. McDonald's reps have ...	Jul 27, 2017 ... Food, Hamburger, Junk food, Fast food, Dish, Veggie burger, Cheeseburger. When Mickey D's got rid of its value menu in 2016, people were ...	Apr 22, 2016 ... “We have a restless energy here, and we've just got going,” Mr. Easterbrook said. Other restaurant chains keenly watch McDonald's, and its ...	NEW YORK - McDonald's is hoping $1 sodas can help draw more customers ... It's an area it's struggled with since getting rid of its popular Dollar Menu.	Aug 20, 2016 ... Discover the most recent and up-to-date dollar menu & more prices for McDonalds from the comfort of your own home.	Aug 19, 2021 ... But, like so many other fast food meals, it rose again and had another run in 2013 and again in Atlanta, Georgia in 2016. However, though they ...	Fries cost less than a burger to make, but eventually, the limit has to go. They started by shrinking the size of the “medium” fry, then made the small the one ...	"Mar 10, 2016 ... The new menu comes as competitor McDonald's has phased out its ""Dollar Menu and More"" in favor of its ""McPick 2"" offering, where customers ..."
pomt-09496	Nov 12, 1994 ... Republicans who will take control of Congress in January said Friday ... for a balanced budget, tax cuts and strict time limits for welfare, ...	"Oct 13, 2014 ... McCollum, however, said the measure would fund needs that cannot wait ... ""(Lawmakers) don't tend to cut tax cuts and sports subsidies,"" she ..."	Apr 1, 2012 ... Scott would phase out the corporate tax entirely and order a 19 percent cut in property taxes. Scott said his business background makes his plan ...	Apr 14, 2021 ... “I don't want $1 of U.S. aid to Israel paying for the military detention ... McCollum's bill is the result of years of work by Palestinian ...	Feb 10, 2021 ... In an interview, Calvert said he expects a flat defense budget under ... is open to cutting contracting costs, in partnership with McCollum.	The 15-member Council, chaired by Attorney General Moody, builds on existing state and local partnerships working to combat human trafficking ...	Feb 18, 2011 ... McCollum said that she saw fat in the military's support of motor ... Budget committees, offered an amendment to the House budget bill to ...	Nov 6, 2006 ... And Bill McCollum to be the attorney general -- Tom Lee to be the chief ... They said the tax cuts -- the Democrats said the tax cuts ...	Jul 26, 2010 ... Scott's primary opponent, Bill McCollum, does have an economic plan, ... new jobs + 365,000 tax and budget cut new jobs + 60,000 new jobs ...	"Jun 30, 2021 ... Betty McCollum, D-Minn., said the bill passed was ""essentially equal"" to President Joe Biden's request, and generally consistent with his ..."
tron-00176	Oct 18, 2003 ... The account reproduced above hit the Internet around the second anniversary of the 9/11 attacks in 2003, related as first-person tale told by ...	Jun 22, 2021 ... The pregnant wife of a man named Robert Matthews narrowly missed getting on one of the hijacked flights on 9/11 due to a flat tire. But Matthews ...	Mar 17, 2015 ... The Man Whose Wife Missed One of the Doomed 9/11 Planes and Whose Father Was Killed Rescuing People in the Twin Towers-Fiction!	Apr 9, 2014 ... snopes.com: Child Named After Robert Matthews, 9/11 Rescuer. Account of a pregnant woman who named her child after the volunteer rescuer who ...	Sep 7, 2011 ... Daniel Matthews, rector of the parish of Trinity Church, ... Since 9/11 Robert has taught his children to treat every moment like an ...	Apr 27, 2009 ... ... THE TRAGEDIES OF 9/11/2001, he called a local radio station. His name was Robert Matthews. Robert reported that a few weeks before Sept.	"Jul 22, 2019 ... Is a story from someone named ""Robert Matthews"" about the events on September 11, 2001 real? No, that's not true:..."	Robert Matthews (Courtesy L. Tom Perry Special Collections, Harold B. Lee Library, Brigham Young University, Provo, UT. Photograph by Alex D. Smith.).	Details: Nineteen-year-old First Class Airman Robert Matthews was preparing for his first tour of duty at a nearby outpost. He arrived by bus in front of ...	Sep 10, 2018 ... On the morning of 9/11, New York Police Department Det. ... ABC News contributor and former NYPD chief of detectives Robert Boyce said.
